Chapter,Verse,Sloke,Commentary
4,10,"वीतरागभयक्रोधा मन्मया मामुपाश्रिताः।

बहवो ज्ञानतपसा पूता मद्भावमागताः।।4.10।।","ఇంతకు క్రితం శ్లోకంలో, శ్రీ కృష్ణ పరమాత్మ, ఎవరైతే ఆయన యొక్క జన్మ, కర్మ(లీల)ల దివ్యత్వాన్ని యదార్ధంగా తెలుసుకుంటారో వారు ఆయననే పొందుతారు అని చెప్పి ఉన్నాడు. అన్నీ కాలాల్లో ఎంతో మంది మానవులు ఈ పద్దతిలో భగవత్-ప్రాప్తి పొందినారు అని ఇప్పుడు దృఢపరచుతున్నాడు. వారు భక్తి ద్వారా తమ మనసులను ప్రవిత్రమొనర్చుకుని ఈ లక్ష్యాన్ని సాధించారు. శ్రీ ఆరోబిందో దీనిని చక్కగా వివరించాడు: “భగవంతుడిని అక్కడ ప్రతిష్ఠచేయాలనుకుంటే, నీ హృదయమనే దేవాలయాన్ని పవిత్రంగా ఉంచుకొనుము” (“You must keep the temple of the heart clean, if you wish to install therein the living presence”). ""బైబిలు ఇలా పేర్కొంటుంది: “Blessed are the pure in heart, for they shall see God.” (Matthew 5.8)”మరిప్పుడు, మనస్సు ఎలా పరిశుద్ధమవుతుంది? మమకారానురాగాలు, భయము మరియు కోపము త్యజించి మనస్సుని భగవంతుని యందే లగ్నం చేయటం వలన ఇది సాధ్యం. నిజానికి భయానికి, కోపానికి రెంటికీ కూడా కారణం అనుబంధమే(మమకారం). మనం మమకారం పెంచుకున్న వస్తు/విషయం మన నుండి దూరమవుతుందేమో అన్న భావనే భయాన్ని కలుగ చేస్తుంది. మనం మమకారం పెంచుకున్న వస్తు/విషయాన్ని పొందటంలో వచ్చే అడ్డంకి వలన క్రోధము జనిస్తుంది. అందుకే, మమకారానుబంధమే మనస్సు మలినమవటానికి మూల కారణం.ఈ మాయా ప్రపంచం ప్రకృతి యొక్క త్రి-గుణములచే సమ్మిళితమై ఉంటుంది – సత్త్వము, రజస్సు, తమస్సు. అన్ని వస్తువులు, వ్యక్తిత్వాలు కూడా ఈ మూడు గుణముల పరిధి లోకే వస్తాయి. మన మనస్సుని ఏదోఒక భౌతిక వస్తువు లేదా వ్యక్తి యందు లగ్నం (అనుబంధం) చేస్తే, మన మనస్సు కూడా త్రిగుణములచే ప్రభావితమవుతుంది. బదులుగా, అదే మనస్సుని, త్రిగుణములకు అతీతుడైన భగవంతుని యందు లగ్నం చేస్తే, అలాంటి భక్తి మనస్సుని పవిత్రం చేస్తుంది. కాబట్టి, మనస్సుని కామము, క్రోధము, లోభము, అసూయ మరియు భ్రమ వంటి దోషముల నుండి పరిశుద్ధం చేయాలంటే, దానికి కావాల్సిన దివ్యౌషధం, ప్రాపంచిక వస్తు విషయముల నుండి మనస్సుని తొలగించి, దాన్ని భగవంతుని యందు లగ్నం చేయటమే. కాబట్టి, రామాయణం లో ఇలా పేర్కొనబడినది:ప్రేమ భగతి జల బిను రఘురాఈ, అభిఅంతర మల కబహుఁ న జాఈ“భగవంతుని యందు భక్తి లేనిదే, మనస్సుకి ఉన్న మలినం తొలగదు.” జ్ఞాన యోగాన్ని ఎంతో ప్రచారం చేసిన శంకరాచార్యుల వారు కూడా ఇలా పేర్కొన్నారు:శుద్ధయతి హి నాంతరాత్మా  కృష్ణపదాంభోజ భక్తిమృతే (ప్రబోధ సుధాకర)“శ్రీ కృష్ణ పాదారవిందాల యందు భక్తిలో నిమగ్నమవ్వకుండా, మనస్సు పరిశుద్ద మవ్వదు.”శ్రీ కృష్ణుడు తన కృపాకటాక్షములు ప్రసాదించటానికి, ప్రాపంచిక మనసున్న వారి కంటే, తన యందే మనస్సు లగ్నం చేసిన వారిపట్ల పక్షపాతం చూపిస్తున్నాడా అని, ఈ శ్లోకం చదివిన తరువాత ఒక సందేహం రావచ్చు. దేవదేవుడు దీనిని తదుపరి శ్లోకం లో నివృత్తి చేస్తున్నాడు."
4,11,"ये यथा मां प्रपद्यन्ते तांस्तथैव भजाम्यहम्।

मम वर्त्मानुवर्तन्ते मनुष्याः पार्थ सर्वशः।।4.11।।","తనకు శరణాగతి చేసిన వారందరికీ తన అనుగ్రహంతో ప్రతిస్పందిస్తానని ఇక్కడ శ్రీ కృష్ణుడు పేర్కొంటున్నాడు. భగవంతుని ఉనికిని తిరస్కరించిన వారికి, ఆయన కర్మ సిద్ధాంత రూపం లో కలుస్తాడు – వారి హృదయాల్లోనే కూర్చుండి, వారి కర్మలను నోట్ చేస్కుంటూ, వాటి ఫలితాలను ఇస్తుంటాడు. కానీ, ఇలాంటి నాస్తికులు సైతం ఆయన సేవ చేయకుండా తప్పించుకోలేరు; వారు దేవుని భౌతిక శక్తి అయిన ‘మాయ’ కు సేవ చేయాల్సిందే, మాయ ఎన్నో స్వరూపాల్లో వ్యక్తమవుతుంది – సంపద, భోగాలు, బంధువులు, కీర్తి మొదలగునవి. మాయా శక్తి, వారిని కామ, క్రోధ, లోభ గుణములతో బంధించివేస్తుంది. అదే సమయంలో మరోపక్క, ప్రాపంచిక భౌతిక ఆకర్షణల నుండి తమ మనస్సుని పక్కకి మరల్చి, భగవంతుడే తమ లక్ష్యము, ఆశ్రయము గా బ్రతికేవారి ఆన్ని అవసరాలను, తల్లి తన బిడ్డ బాగోగులు చూసుకున్నట్లుగా, ఆయనే చూసుకుంటాడు.శ్రీ కృష్ణుడు ‘భజామి’ అన్న పదం ఇక్కడ వాడాడు, అంటే ‘సేవ చేయటం’. శ్రీ కృష్ణుడు, ఆయనకు శరణాగతి చేసిన వారి యొక్క అనంతమైన జన్మల సంచిత కర్మను నాశనం చేస్తాడు, మాయా బంధనము నుండి విముక్తి చేస్తాడు, భౌతిక సంసార చీకటి తొలగిస్తాడు, దివ్యానందాన్ని, దివ్య జ్ఞానాన్ని మరియు దివ్య ప్రేమని ప్రసాదిస్తాడు. ఎప్పుడైతే భక్తుడు భగవంతుడిని నిస్వార్ధంగా ప్రేమించటం నేర్చుకుంటాడో, తను స్వయంగా వారి ప్రేమకు బానిస అయిపోతాడు. శ్రీ రాముడు హనుమ తో ఇలా అన్నాడు:ఏకైకస్యోపకారస్య ప్రాణాన్ దాస్యామి తే కపేశేషస్యేహోపకారాణాం భవాం ఋణినో వయమ్ (వాల్మీకి రామాయణం)“ఓ హనుమా, నీవు చేసిన ఒక సేవ (ఉపకారం) యొక్క ఋణం తీర్చుకోవటానికే నా జీవితాన్ని నీకు ఇచ్చేయాలి. నీచే చేయబడిన మిగతా అన్ని భక్తి యుక్త సేవలకు, నేను నీకు ఎప్పటికీ ఋణపడి ఉంటాను.” ఈ విధంగా, భగవంతుడు తనను శరణువేడిన అందరినీ అదే విధంగా కాపాడి, ఆదుకుంటాడు.భగవంతుడు ఇంత పరమ దయాళువు అయినప్పుడు, కొందరు అన్య దేవతలను ఎందుకు పూజిస్తారు ? తదుపరి శ్లోకం లో వివరిస్తున్నాడు."
4,12,"काङ्क्षन्तः कर्मणां सिद्धिं यजन्त इह देवताः।

क्षिप्रं हि मानुषे लोके सिद्धिर्भवति कर्मजा।।4.12।।","భౌతిక లాభాల కోసం ప్రయత్నించే వారు, వరముల కోసం, దేవతలను ఆరాధిస్తారు. దేవతలు ప్రసాదించే వరాలు భౌతికమైనవి మరియు తాత్కాలికమైనవి. భగవంతుడు ఆయా దేవతలకు ప్రసాదించిన శక్తి ద్వారానే వారు ఆ వరాలను ఇవ్వ గలుగుతున్నారు. ఈ విషయం పై ఒక చక్కటి ఉపదేశం చెప్పే కథ ఉంది:   ఒకసారి సెయింట్ ఫరీద్, అక్బర్ చక్రవర్తి కొలువుకి వెళ్ళాడు. (భారత చరిత్రలో అక్బర్ ఒక శక్తిమంతుడైన రాజు). అక్బర్ ప్రక్క గదిలో పూజ లో ఉండగా, అతను కొలువు లో రాజు గారి కోసం వేచి ఉన్నాడు. ఫరీద్ ఆ గదిలోకి తొంగి చూసాడు, అక్బర్, ఇంకా శక్తివంతమైన సైన్యం, మరింత కోశాగార నిధి, యుద్ధ విజయం కోసం భగవంతుడిని అడగటాన్ని గమనించి ఆశ్చర్యపోయాడు. రాజు గారితో ఏమీ అనకుండా ఫరీద్ రాజ కొలువుకి తిరిగి వచ్చేసాడు.   తన పూజ పూర్తయిన తరువాత, అక్బర్, ఆయన చెప్పేది వినటానికి వచ్చాడు. ఆ మహోన్నత వ్యక్తిని ఏమైనా కావాలా అని అడిగాడు. ఫరీద్ ఇలా బదులిచ్చాడు, “నా ఆశ్రమ నిర్వహణ కొరకు నాకు కావలసిన సామాగ్రిని అడగటానికి చక్రవర్తి గారి దగ్గరకు వచ్చాను. కానీ, చక్రవర్తి కూడా ఆ భగవంతుని వద్ద అడుక్కునేవాడే అని తెలుసుకున్నాను. కాబట్టి నేరుగా భగవంతుడినే కాకుండా, మహారాజుని ఏదో కావాలని అడగటం ఎందుకు? ” అని.   భగవంతుడు తమకు ప్రసాదించిన శక్తి ద్వారానే దేవతలు వరాలు ఇస్తుంటారు. అల్ప జ్ఞానం ఉన్నవారు వారిని ఆశయిస్తారు, కానీ నిజంగా తెలివైనవారు ఈ మధ్యవర్తుల దగ్గరికి వెళ్ళటం దండగ అని తెలుసుకొని, తమ తమ కోరికల నివృత్తి కోసం ఆ సర్వ శక్తివంతుడైన భగవంతుడినే ఆశ్రయిస్తారు. జనులు విభిన్న రకాలుగా ఉంటారు, కొందరికి ఉన్నత స్థాయి ఆశయాలు ఉంటాయి, మరికొందరికి నిమ్న స్థాయివి ఉంటాయి. శ్రీ కృష్ణుడు ఇక ఇప్పుడు నాలుగు రకాల కర్మ, గుణముల గురించి వివరిస్తాడు."
4,13,"चातुर्वर्ण्यं मया सृष्टं गुणकर्मविभागशः।

तस्य कर्तारमपि मां विद्ध्यकर्तारमव्ययम्।।4.13।।","వేదములు జనులను నాలుగు రకాల వృత్తులవారీగా విభజించాయి, ఇవి వారి స్వభావం అనుగుణంగా చేసినవి కానీ వారి పుట్టుకను బట్టి చేసినవి కావు. ఇటువంటి వైవిధ్యం ప్రతి సమాజం లోనూ ఉంటుంది. సమత్వమే ప్రధానమైన సూత్రముగా ఉండే కమ్యూనిష్టు దేశాల్లో కూడా మానవులలో ఉండే నానావిధత్వమును తొలగించలేము. కమ్యూనిష్టు పార్టీలో మూల సిద్ధాంత కర్తలుగా ఉండే తత్వవేత్తలు, దేశాన్ని కాపాడే సైనిక దళాలు, వ్యవసాయం చేసుకునే రైతులు, కర్మాగారాల్లో పనిచేసే కార్మికులు; వీరంతా ఉంటారు.   వైదిక శాస్త్రం ఈ వైవిధ్యాన్ని మరింత శాస్త్రీయ పద్దతిలో విశదీకరించింది. దాని ప్రకారం, భౌతిక శక్తి మూడు గుణముల తో సమ్మిళితమై ఉంటుంది : సత్త్వ గుణము, రజో గుణము, తమో గుణము. బ్రాహ్మణులు అంటే సత్వ గుణం ప్రధానం గా ఉన్నవారు. వారికి స్వాభావికంగా చదువు చెప్పటం మరియు పూజాది కార్యక్రమాలు చేయటం అంటే మొగ్గు చూపుతారు. క్ష్యత్రియులు రజో గుణ ప్రధానముగా ఉండి, కొంచం సత్వ గుణం మిళితమై ఉంటారు. వీరు పరిపాలన మరియు యాజమాన్యం వైపు  మొగ్గు చూపుతారు. వైశ్యులు రజో గుణము మరియు కొంత తమో గుణము మిళితమై ఉంటారు. కాబట్టి వారు వ్యాపారము మరియు వ్యవసాయం ప్రధానంగా ఉంటారు. తరువాత, శూద్రులు, వారు తమో గుణ ప్రధానంగా ఉంటారు. వీరు శ్రామిక వర్గము గా ఉంటారు. ఈ వర్గీకరణ అనేది జన్మతహా వచ్చినవి కావు లేదా మార్చలేనివి కావు. ఈ వర్ణాశ్రమ వర్గీకరణ అనేది జనుల స్వభావము మరియు చేష్టల ఆధారంగా ఉంటుంది అని శ్రీ కృష్ణుడు అంటున్నాడు.   భగవంతుడు ఈ ప్రపంచ వ్యవస్థకి సృష్టికర్త అయినా, ఆయన దీనికి అకర్త. ఇది వర్షము వంటిది. అడవిలో వర్షపాతం అంతటా సమానంగా పడినా, కొన్ని విత్తనాల నుండి పెద్ద మర్రి చెట్లు వస్తాయి, మరికొంత విత్తనాల నుండి అందమైన పుష్పములు పూస్తాయి, మరివేరే వాటినుండి ముళ్ళపొదలు వస్తాయి. ఆ వర్షం అన్నిటిపట్ల సమంగా కురుస్తుంది, ఈ వ్యత్యాసానికి భాధ్యత దానిది కాదు. ఇదే విధంగా, భగవంతుడు జీవులకు కర్మలను చేసే శక్తిని ప్రసాదిస్తాడు, కానీ ఆ శక్తి తో వారు ఏమి చేస్తారో వారికి పూర్తి స్వేచ్ఛ ఉంది. వారి చర్యలకు భగవంతుడు కారణం కాదు."
4,14,"न मां कर्माणि लिम्पन्ति न मे कर्मफले स्पृहा।

इति मां योऽभिजानाति कर्मभिर्न स बध्यते।।4.14।।","భగవంతుడు సంపూర్ణ-పరిశుద్ధ మైన వాడు, ఆయన ఏది చేసినా అది మంగళప్రదమైనది మరియు పవిత్రమైనది అవుతుంది. రామాయణం ఇలా పేర్కొంటున్నది:సమరథ కహునహిం దోషు గోసాఈ, రబి పావక సురసరి కీ నాఈ“అపవిత్రమైన వ్యక్తులు లేదా వస్తువుల సంపర్కం వలన కూడా, పరిశుద్ధమైన వ్యక్తిత్వములు దోషములచే ఎప్పుడూ కళంకితులు కారు, ఉదాహరణకి సూర్యుడు, అగ్ని, గంగా నది వంటివి.” తన కిరణములు అశుద్ధం మీద పడితే సూర్యుడు కళంకితుడు కాడు. సూర్యుడు తన పరిశుద్ధ తత్వాన్ని నిలుపుకుంటూనే ఆ అశుద్ధమును కూడా శుద్ధి చేస్తాడు. అదే విధంగా అగ్నిలో అపవిత్రమైన పదార్దములు సమర్పించినా, అది తన స్వచ్చతను నిలుపుకుంటుంది – అగ్ని స్వచ్చమైనది, మనం ఏది దానిలో వేసినా అది కూడా శుద్ధమైపోతుంది. ఇదే విధంగా, ఎన్నో మురికి కాలువలు పవిత్ర గంగా నదిలో కలుస్తుంటాయి, కాని గంగా నది మురికి కాలువ అయిపోదు – గంగా నది పవిత్రమైనది, ఇంకా, ఆ మురికి కాలువలన్నిటినీ గంగా నదిగా మార్చివేస్తుంది. అదే విధంగా, భగవంతుడు కూడా తను చేసే కర్మల వలన కళంకితుడు కాడు.చేసే పనుల వలన వచ్చే ఫలములను తన భోగం కోసం చేస్తే ఆ కర్మలు మనలను కర్మబంధములలో పెనవేస్తాయి. కానీ, భగవంతుని చర్యలు స్వార్థ ప్రయోజనం కోసం చేసినవి కావు; ఆయన ప్రతిఒక్క చర్య కూడా జీవులపై కరుణ తో చేసినదే. కాబట్టి, ఆయనే ఈ జగత్తునంతా ప్రత్యక్షంగానో, పరోక్షం గానో అజమాయిషీ చేస్తూ మరియు ఈ వ్యవహారంలో ఎన్నో పనులు చేసినా, ఆయనకి కర్మ బంధములు అంటవు. తను ఈ కర్మ ఫల బంధాలకు అతీతుడనని శ్రీ కృష్ణుడు ఇక్కడ చెప్తున్నాడు.భగవత్-ప్రాప్తి నొందిన ఋషులు కూడా భౌతిక శక్తికి అతీతులుగా అవుతారు. వారి యొక్క అన్ని కార్యక్రమాలు, భగవత్ ప్రేమ చే ప్రేరేపితమవుతాయి కనుక అటువంటి పరిశుద్ధ మనసున్న సత్పురుషులు కర్మ ఫల బంధములలో చిక్కుకోరు. శ్రీమద్భాగవతం ఇలా పేర్కొంటున్నది:యత్పాదపంకజ పరాగ నిషేవ తృప్తాఃయోగ ప్రభావ విధుతాఽఖిల కర్మ బంధాఃసవైరం చరంతి మునయో ఽపి న నహ్యమానాఃతస్యేఛ్చయాత్త వపుషః కుత ఏవ బంధః (10.33.34)""భగవంతుని పాదారవింద ధూళి సేవలోనే సంపూర్ణ తృప్తి పొందే భక్తులను ప్రాపంచిక క్రియాకలాపములు ఎన్నటికీ కళంకితం చేయవు. యోగ బలము చే కర్మ ఫల బంధముల నుండి తమను తాము విడిపించుకున్న వివేకవంతులైన మునులను కూడా ప్రాపంచిక క్రియా కలాపములు కళంకితులను చేయవు. మరింక, తన స్వ-సంకల్పము చేతనే అలౌకిక రూపమును ధరించే భగవంతునికి ఈ బంధములు ఉండే పశ్నే ఎక్కడిది?"""
4,15,"एवं ज्ञात्वा कृतं कर्म पूर्वैरपि मुमुक्षुभिः।

कुरु कर्मैव तस्मात्त्वं पूर्वैः पूर्वतरं कृतम्।।4.15।।","భగవత్ ప్రాప్తి కోసం ఆశించే మునులకు భౌతిక లబ్ధి పై ఆసక్తి ఉండదు. మరి అయితే ఎందుకు ఈ ప్రపంచంలో వారు కర్మలను చేస్తారు? ఎందుకంటే, వారు భగవత్ సేవ చేయ గోరుతారు, భగవంతుని ప్రీతి కోసం పనులు చేయటంలో స్ఫూర్తిపొందుతారు.  తాము భక్తితో చేసే సంక్షేమ కార్యాల యొక్క కర్మ బంధనాలు వారికి అంటవు, అన్న విశ్వాసాన్ని, ఇంతకు క్రితం శ్లోకం యొక్క జ్ఞానం, కలిగిస్తుంది.  భగవత్ స్పృహ లేకుండా, భౌతిక ప్రాపంచిక బద్దులైన జీవులు పడే బాధల పట్ల కరుణ కలిగి, చలించి, వారి యొక్క ఆధ్యాత్మిక ఉన్నతి కోసం పాటు పడుతారు. బుద్ధుడు ఒక సారి ఇలా అన్నాడు ""జ్ఞానోదయమైన తరువాత నీవు రెండు పనులు చేయవచ్చు - ఏమీ చేయకుండా ఉండు లేదా ఇతరులకు జ్ఞానోదయానికి సహాయపడు.""   కాబట్టి, స్వార్ధ ప్రయోజనం ఏ మాత్రము లేని యోగులు, మునులు కూడా, భగవత్ ప్రీతి కొరకు కర్మలను ఆచరిస్తూ ఉంటారు.  భక్తితో పని చేయటం కూడా భగవత్ కృపకి పాత్రులవటానికి దోహద పడుతుంది. శ్రీ కృష్ణుడు అర్జునుడిని అదే చేయమంటున్నాడు. కర్మ బంధనము కలిగించని పనులను ఆచరించమని అర్జునుడికి చెప్పిన భగవంతుడు ఇక ఇప్పుడు కర్మ తత్త్వాన్ని విశదీకరిస్తున్నాడు."
4,16,"किं कर्म किमकर्मेति कवयोऽप्यत्र मोहिताः।

तत्ते कर्म प्रवक्ष्यामि यज्ज्ञात्वा मोक्ष्यसेऽशुभात्।।4.16।।","మానసిక ఊహ ద్వారా ధర్మ సూత్రములను నిశ్చయించలేము. ఏంతో తెలివైన వారు కూడా శాస్త్రములు మరియు మునులు చెప్పే మాటలలో ఉండే పరస్పర విరుద్ధ మాటలతో తికమక పడుతుంటారు. ఉదాహరణకి, వేదములు అహింసను ప్రభోదించాయి. ఆ ప్రకారంగా, మహాభారతంలో, అర్జునుడు అలా ఉండదలిచి హింసను వద్దనుకుంటాడు కానీ శ్రీ కృష్ణుడు అతడిని హింసాయుతంగా ఉండే యుద్ధం చేయటంలోనే ధర్మము ఉందంటాడు. ధర్మము అనేది పరిస్థితిని బట్టి మారుతూ ఉంటే, ఏదేని నిర్దుష్ట పరిస్థితిలో ధర్మము ఏమిటి అని తెలుసుకోవటం చాలా జటిలమైనది. యమధర్మరాజు (మృత్యు దేవత) ఇలా పేర్కొన్నాడు :ధర్మం తు సాక్షాద్భగవత్ ప్రణీతం న వై విదుర్ ఋషయో నాపి దేవః(శ్రీమద్ భాగవతం 6.3.19)""చేయదగిన పని ఏమిటి మరియు చేయకూడని పని ఏమిటి? దీనిని నిర్ణయించుకోవటం గొప్ప ఋషులకు, దేవతలకు కూడా చాలా క్లిష్టమైన విషయం. ధర్మము స్వయంగా భగవంతుని చే సృష్టించబడింది, మరియు ఆయన మాత్రమే దానిని యదార్ధముగా ఎఱుగును."" శ్రీ కృష్ణుడు అర్జునునితో తాను ఇప్పుడు గోప్యమైన కర్మ, అకర్మ విజ్ఞానాన్ని తెలియపరుస్తాను అని అంటున్నాడు; దీని ద్వారా అర్జునుడు భౌతిక బంధములనుండి తనను తాను విడిపించుకోవచ్చు."
4,17,"कर्मणो ह्यपि बोद्धव्यं बोद्धव्यं च विकर्मणः।

अकर्मणश्च बोद्धव्यं गहना कर्मणो गतिः।।4.17।।","పని అనేది శ్రీ కృష్ణుడి చే మూడు రకాలుగా వర్గీకరించబడినది – కర్మ, వికర్మ మరియు అకర్మ.కర్మ: ఇంద్రియ నియంత్రణ మరియు చిత్త శుద్దికి దోహదపడే విధంగా ఉండే శాస్త్ర విహితమయిన మంగళప్రద పనులు.వికర్మ: శాస్త్రములచే నిషేధింపబడిన ఆశుభకర మయిన పనులు; ఇవి హాని కారకమయినవి మరియు ఆత్మ అధఃపతనానికి దారితీసేవి.అకర్మ: ఫలాసక్తి లేకుండా కేవలం భగవంతుని ప్రీతి కోసం మాత్రమే చేసే పనులు. వీటికి కర్మ ప్రతిక్రియలు ఉండవు మరియు ఇవి జీవాత్మ ను బంధించవు."
4,18,"कर्मण्यकर्म यः पश्येदकर्मणि च कर्म यः।

स बुद्धिमान् मनुष्येषु स युक्तः कृत्स्नकर्मकृत्।।4.18।।","అకర్మలో కర్మ : ఒక రకమైన అకర్మ పద్దతిలో లో జనులు తమ సామాజిక విధులను భారమైనవిగా తలిచి వాటిని సోమరితనంతో వదిలివేస్తారు. భౌతికంగా కర్మలను వదిలి పెట్టినా, వారి మనస్సు ఇంద్రియ వస్తు-విషయముల పైనే చింతన చేస్తుంది. అటువంటి మనుష్యులు ఏమీ చేయనట్టు కనపడ్డా, వారి సోమరితనం నిజానికి పాపపు పని. అర్జునుడు తన కర్తవ్యమయిన యుద్ధాన్ని చేయను అన్నప్పుడు, శ్రీ కృష్ణుడు అలా చేయటం పాపము అన్నాడు, అలాంటి అకర్మ వలన నరకలోకాలకు వెళ్ళవలసి వస్తుంది అని వివరించాడు.కర్మలో అకర్మ: కర్మ యోగులు చేసే ఇంకొక రకమైన అకర్మ ఉంది. వారు తమ సామాజిక విధులను ఫలాపేక్ష లేకుండా, కర్మ ఫలములను భగవంతునికే అంకితం చేస్తూ పని చేస్తారు. అన్ని రకాల పనులు చేస్తూనే ఉన్నా, వారు కర్మ బంధాలలో చిక్కుకోరు, ఎందుకంటే వారు తమ భోగం కోసం ఆశించరు. భారత చరిత్రలో ఏంతో మంది మహారాజులు - ధ్రువుడు, ప్రహ్లాదుడు, యుధిష్టురుడు, ప్రిథువు మరియు అంబరీషుడు - తమ రాజ ధర్మాలను తమ శక్తానుసారం నిర్వర్తించారు, అదే సమయంలో భౌతిక వాంఛల యందు వారి మనస్సు లేదు కాబట్టి వారి పనులు అకర్మ గా పరిగణించబడ్డాయి. ఈ అకర్మ కే ఉన్న మరో పేరు 'కర్మ యోగము', ఇదే విషయం ఇంతకు క్రితం రెండు అధ్యాయాలలో కూడా విస్తారంగా చెప్పబడింది."
4,19,"यस्य सर्वे समारम्भाः कामसङ्कल्पवर्जिताः।

ज्ञानाग्निदग्धकर्माणं तमाहुः पण्डितं बुधाः।।4.19।।","జీవాత్మ అనేది, ఆనంద సముద్రమయిన భగవంతుని యొక్క అణు-అంశ, కాబట్టి సహజంగానే తనుకూడా ఆనందం కోసం అన్వేషిస్తుంటుంది. కానీ, భౌతిక శక్తితో ఆవరింపబడిన జీవాత్మ, తనను తాను ఈ భౌతిక శరీరమే అనుకుంటుంది. ఈ అజ్ఞానంలో, భౌతిక జగత్తు నుండి ఆనందం పొందటానికి కర్మలు చేస్తుంటుంది.  ఈ వ్యవహారములు మనోఇంద్రియ సుఖాల కోసం చేసేవి కాబట్టి జీవాత్మను కర్మ బంధములలో పెనవేస్తాయి.   కానీ, జీవాత్మ దివ్య ఆధ్యాత్మిక జ్ఞానంలో స్థితమై ఉన్నప్పుడు, తను కోరుకునే ఆనందం ఇంద్రియ వస్తు-విషయముల ద్వారా లభించదని, ప్రేమ పూర్వక భగవత్ సేవ ద్వారా దొరుకుతుందని తెలుసుకుంటుంది.  అప్పుడు తన ప్రతి కార్యమును భగవత్ ప్రీతి కోసమే చేస్తుంది. ""నీవు ఏం చేసినా, ఏం తిన్నా, యజ్ఞ హోమంలో ఏమి సమర్పించినా, ఏది బహుమతిగా ప్రసాదించినా, ఏ వ్రతాలు చేసినా, ఓ కుంతీ పుత్రుడా, వాటన్నిటిని నాకు అర్పితముగా చేయుము."" (భగవత్ గీత 9.27). ఈ విధంగా జ్ఞానోదయమైన జీవాత్మ భౌతిక సుఖాల కోసం స్వార్థం తో కూడిన పనులు త్యజించి, అన్ని కర్మలను భగవంతుడికే అంకితం చేస్తుంది, ఈ పనులు ఎలాంటి కర్మ బంధనాలను కలుగచేయవు.  ఆ కర్మలు ఆధ్యాత్మిక జ్ఞానాగ్ని లో కాలిభస్మమై పోయాయని చెప్పబడుతాయి."
